//,levelinfo,<levelname>,<width>,<height>
levelinfo,level1,4000,600

//,loadmenu,<menufilename>
loadmenu,HUD

//,loadsprite,<spritename>,<filename>,<x>,<y>,<width>,<height>,<frames>,<looping>
loadsprite,sprite1,red.png,0,0,50,50,1,false
loadsprite,sprite2,blue.png,0,0,50,50,1,false

loadsprite,sprite4,Block1.png,0,0,150,150,1,false
loadsprite,sprite5,Block2.png,0,0,300,150,1,false
loadsprite,sprite6,Block3.png,0,0,450,150,1,false
loadsprite,sprite7,Spike1.png,0,0,261,434,1,false
loadsprite,sprite8,Spike2.png,0,0,500,500,1,false
loadsprite,sprite9,Spike3.png,0,0,800,800,1,false
loadsprite,sprite10,Hour Glass.png,0,0,419,607,1,false

loadsprite,sprite11,Background.png,0,0,8000,600,1,false

loadsprite,runrightSprite,sheet.png,0,0,160,190,9,true
loadsprite,runleftSprite,sheet_reverse.png,0,0,160,190,9,true
loadsprite,standrightSprite,stand.png,0,0,160,190,1,false
loadsprite,standleftSprite,stand2.png,0,0,160,190,1,false
loadsprite,jumprightSprite,jump.png,0,0,160,190,1,false
loadsprite,jumpleftSprite,jump2.png,0,0,160,190,1,false
loadsprite,fallrightSprite,falling_sheet.png,0,0,160,210,2,true
loadsprite,fallleftSprite,falling_sheet2.png,0,0,160,210,2,true

//,background,<spritename/none>
background,sprite11


//,player,<player/nonplayer>,<x>,<y>,<width>,<height>,<spritename>,<gameid>
player,player,2,490,30,30,standrightSprite,1
trigger,2354,552,92,2,none,0,3
obsticle,2350,553,100,50,sprite8,true,133

//,LEVEL 3
//,trigger,9200,552,92,2,none,0,3
//,obsticle,9194,553,100,50,sprite8,true,134
//,trigger,10254,552,92,2,none,0,3
//,obsticle,10250,553,100,50,sprite8,true,135
//,trigger,10354,552,92,2,none,0,3
//,obsticle,10350,553,100,50,sprite8,true,136

//,obstacle spike3 150 by 50 sprite
//,LEVEL 1
trigger,1254,552,142,2,none,0,3
obsticle,1250,553,150,50,sprite9,true,137
trigger,1754,552,142,2,none,0,3
obsticle,1750,553,150,50,sprite9,true,138
trigger,1904,552,142,2,none,0,3
obsticle,1900,550,150,50,sprite9,true,139
trigger,2054,552,142,2,none,0,3
obsticle,2050,553,150,50,sprite9,true,140

//,LEVEL 3
//,obsticle,10050,550,150,50,sprite9,true,141



//,obstacle Hour Glass  
//,LEVEL 1
trigger,650,500,40,50,sprite10,-1,2
trigger,1650,500,40,50,sprite10,-1,2

//,LEVEL 2
//,trigger,4920,500,40,40,sprite10,-1,2
//,trigger,5710,250,40,50,sprite10,-1,2
//,trigger,6700,350,40,50,sprite10,-1,2


//,LEVEL 3
//,trigger,8760,190,40,50,sprite10,-1,2
//,trigger,9510,100,40,50,sprite10,-1,2
//,trigger,10205,500,40,50,sprite10,-1,2

//, Warp Door
//,trigger,<x>,<y>,<width>,<height>,<spritename>,<delay>,<gameid>
trigger,3975,0,25,600,none,0,4

//,trigger,<x>,<y>,<width>,<height>,<spritename>,<delay>,<gameid>
//, This trigger is the bottom so if you fall, you die
trigger,0,599,4000,2,none,0,1


//,gamemessageI,<type>,<qual>,<p1>,<p2>
//,gamemessageF,<type>,<qual>,<p1>,<p2>
gamemessageF,1,1,250.0,-1
gamemessageF,2,1,-250.0,-1
gamemessageF,2,2,0,0
gamemessageF,2,4,-80,80
gamemessageSprite,2,3,0,runrightSprite
gamemessageSprite,2,3,1,runleftSprite
gamemessageSprite,2,3,2,standrightSprite
gamemessageSprite,2,3,3,standleftSprite
gamemessageSprite,2,3,4,jumprightSprite
gamemessageSprite,2,3,5,jumpleftSprite
gamemessageSprite,2,3,6,fallrightSprite
gamemessageSprite,2,3,7,fallleftSprite
